model_response_length,model_response_unique,model_response_(,model_response_),model_response_{,model_response_},model_response_[,model_response_],model_response_;,model_response_.,"model_response_,",model_response_:,model_response_<,model_response_>,model_response_+,model_response_-,model_response_*,model_response_/,model_response_%,model_response_&,model_response_|,model_response_!,model_response_^,model_response_~,model_response_#,model_response_\,model_response_@,model_response_nil,model_response_#include,model_response_import,model_response_java,model_response_<-,model_response_package,model_response_:=,prompt_length,prompt_unique,prompt_(,prompt_),prompt_{,prompt_},prompt_[,prompt_],prompt_;,prompt_.,"prompt_,",prompt_:,prompt_<,prompt_>,prompt_+,prompt_-,prompt_*,prompt_/,prompt_%,prompt_&,prompt_|,prompt_!,prompt_^,prompt_~,prompt_#,prompt_\,prompt_@,prompt_nil,prompt_#include,prompt_import,prompt_java,prompt_<-,prompt_package,prompt_:=,target
34,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,1,0,4102,145,58,58,14,12,0,0,53,161,5,5,5,6,0,2,6,2,0,0,2,2,0,0,0,0,10,0,0,24,4,0,1,0,0
37,7,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1817,117,16,16,16,16,0,0,49,17,1,39,1,5,0,31,1,7,0,1,0,3,0,0,0,0,2,0,0,7,0,0,0,0,0
23,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1138,77,12,11,13,10,2,2,2,9,18,6,5,9,1,3,0,2,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,0,1
31,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,1,52,11374,540,226,227,123,124,34,34,18,387,203,71,8,9,22,8,26,50,5,23,20,25,0,0,0,4,0,17,0,0,0,3,1,52,1
31,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,26,8087,396,120,120,53,52,23,23,7,203,59,46,1,3,2,4,15,74,1,8,2,4,0,0,0,0,0,8,0,1,0,0,1,26,0
49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6929,218,3,3,16,16,30,30,6,35,89,60,47,48,0,7,12,44,0,2,5,1,0,0,0,0,6,0,0,6,0,0,0,0,0
27,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6302,333,46,45,41,38,26,26,72,125,71,58,2,12,7,1,3,48,1,4,13,3,0,0,0,0,2,0,0,3,0,0,0,0,1
25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,881,47,20,20,11,10,0,0,0,6,4,0,0,0,0,1,10,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1
25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,2,12879,249,140,140,89,89,0,0,0,335,96,116,0,0,0,1,0,23,4,40,0,2,0,0,0,0,0,80,0,0,0,0,0,2,1
18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3769,141,44,44,4,4,16,16,0,59,67,24,0,1,2,20,8,27,20,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1
45,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,899,54,7,7,6,4,0,0,0,24,3,0,0,0,0,1,1,26,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,0,1
30,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,8036,306,65,64,5,5,9,9,0,160,72,35,0,3,5,3,0,0,0,0,0,1,0,0,7,1,0,0,0,30,0,0,0,0,0
128,21,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3086,106,53,51,46,44,6,6,0,20,43,31,6,24,0,2,0,4,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0
43,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,1,0,1818,40,2,2,2,0,0,0,28,144,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,26,4,0,1,0,1
76,4,0,0,1,1,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,1,6,2299,140,22,22,27,24,5,5,0,81,70,32,0,0,0,4,3,9,7,3,6,7,0,0,2,0,0,12,0,1,0,0,1,6,1
71,7,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,27,0,0,0,0,0,24,12989,665,98,98,66,64,3,3,3,305,180,56,1,3,8,39,21,128,5,22,4,22,0,0,0,10,0,27,0,0,0,0,0,24,1
48,1,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,0,1,0,15452,388,223,223,46,43,4,4,179,467,69,15,35,39,0,4,0,1,8,12,2,7,0,0,0,0,15,0,0,56,9,0,1,0,0
40,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5584,247,74,73,47,44,21,21,68,51,65,12,19,27,0,33,0,51,0,6,14,6,0,0,0,0,13,0,0,20,0,0,0,0,0
84,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1352,98,5,5,3,3,3,3,0,16,23,11,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,2,0,1,0,1651,51,4,4,2,1,0,0,24,111,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,19,2,0,1,0,1
36,6,1,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,1,17,4104,232,53,53,37,36,23,23,2,87,102,27,2,2,3,1,3,23,3,3,0,9,0,0,0,0,0,16,0,1,0,0,1,17,1
34,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,1,0,3308,99,20,20,6,4,0,0,52,193,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,34,4,0,1,0,0
36,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1303,101,11,11,1,1,7,7,0,12,18,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,1
103,4,2,2,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2931,135,14,12,30,28,5,5,26,25,57,57,2,6,0,19,0,25,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0
62,3,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7629,252,141,141,30,27,0,0,86,71,84,104,35,7,0,1,13,37,0,20,6,3,0,0,14,0,0,0,12,0,0,0,0,0,0
20,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,5,631,63,14,14,6,4,3,3,0,11,13,8,0,0,0,1,3,4,2,0,0,1,0,0,0,0,0,2,0,1,0,0,1,5,0
31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,9597,442,95,95,20,17,3,3,77,66,52,59,31,17,3,5,14,130,3,13,4,20,0,0,62,3,0,0,23,0,0,0,0,0,1
30,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,814,57,15,14,7,5,0,0,0,19,6,3,0,0,0,2,4,10,0,1,4,3,0,0,0,0,0,0,0,1,0,0,1,1,1
28,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,3,1340,95,18,18,9,8,0,0,0,21,37,3,0,0,0,2,0,11,0,2,0,3,0,0,0,0,0,5,0,1,0,0,1,3,1
45,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1275,66,5,4,20,17,2,1,17,14,7,6,2,4,0,16,0,37,0,0,2,0,0,0,0,0,10,0,0,16,0,0,0,0,0
31,4,1,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,8688,423,185,185,50,48,44,44,161,59,52,95,63,38,40,31,33,13,7,18,10,5,1,1,16,10,0,0,15,0,0,0,0,0,0
39,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,616,41,20,20,8,8,2,2,0,8,3,0,0,0,0,1,6,3,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0
26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14004,381,159,159,6,6,23,23,0,108,63,112,0,2,0,2,6,0,0,0,0,1,0,0,18,0,0,0,0,10,0,0,0,0,1
37,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,7,7614,211,25,25,66,61,21,21,5,238,168,147,0,0,1,72,8,53,4,0,0,2,0,0,0,3,7,1,0,1,0,0,1,7,1
60,5,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,941,46,20,20,8,6,0,0,15,4,5,45,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
68,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,6,2183,108,25,25,10,9,3,3,0,38,42,13,1,1,0,4,7,18,4,2,0,2,0,0,0,0,0,6,0,1,0,0,1,6,1
33,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1365,93,17,16,1,1,4,4,0,14,26,13,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0
98,4,2,3,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,1,0,5028,143,88,87,25,18,7,7,61,153,8,0,7,10,0,5,0,1,0,14,6,5,0,0,0,0,0,0,0,18,5,0,1,0,1
84,12,1,1,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,9713,485,168,168,102,102,53,53,148,130,49,87,6,20,26,25,38,49,18,22,28,11,3,1,2,24,15,0,0,6,0,0,0,0,0
39,2,3,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2500,77,44,44,23,19,0,0,33,14,14,93,18,3,10,0,3,22,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,1
30,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8552,217,164,160,69,64,61,60,3,64,122,76,61,100,0,14,1,26,0,0,12,0,0,0,0,0,7,0,0,8,0,0,0,0,1
42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7158,207,65,65,8,8,82,82,0,39,40,52,0,1,0,1,4,0,0,0,0,0,0,0,14,0,0,0,0,6,0,0,0,0,1
30,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18144,283,435,434,133,130,11,11,0,190,80,76,191,311,3,11,0,143,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
52,1,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1986,61,31,31,2,0,0,0,28,99,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,1
24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,1,0,4153,118,61,61,13,11,0,0,68,129,21,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,1,0,1
64,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,2718,176,27,27,4,4,6,6,1,43,22,25,0,10,0,10,0,0,0,0,1,0,0,0,2,5,1,0,0,12,0,0,0,0,1
43,7,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1878,120,9,9,15,14,5,5,38,23,31,29,3,9,0,1,0,10,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0
41,4,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,37,11494,402,215,216,104,103,29,29,2,301,352,84,0,0,0,24,17,95,18,6,0,9,0,0,4,4,0,24,0,0,0,0,0,37,1
50,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1748,46,27,27,3,1,0,0,12,65,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,1,0,1
71,4,1,1,0,0,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,10743,433,101,101,29,29,27,27,1,120,76,124,0,19,1,26,0,25,0,0,15,0,0,0,4,4,14,0,0,11,0,0,0,1,0
101,5,2,1,1,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,1,0,5,1,22,13394,463,129,129,66,65,4,4,4,242,132,117,6,0,2,9,40,84,12,17,0,18,0,0,0,0,0,34,0,1,0,5,1,22,1
24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,1,0,2919,82,44,44,20,17,0,0,29,61,7,0,4,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,9,5,0,1,0,1
16,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,1,17,9508,478,53,53,36,34,11,11,4,159,171,51,0,4,10,9,4,160,19,20,0,9,0,0,0,0,0,21,0,1,0,0,1,17,0
20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10077,169,177,173,94,91,2,2,0,46,75,34,78,129,0,3,1,45,0,0,0,6,0,0,0,0,1,0,0,7,0,0,0,0,1
54,4,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,1,0,1,1,39,10489,379,168,168,89,88,6,6,3,236,110,71,1,0,0,28,43,78,14,9,0,20,0,0,0,0,0,36,0,1,0,1,1,39,1
41,3,1,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10515,373,65,65,13,13,62,62,0,108,45,78,0,0,3,0,5,5,4,0,1,0,0,0,22,0,0,0,0,9,0,0,0,0,1
40,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14898,364,122,122,36,36,88,88,0,180,110,73,0,1,10,36,0,61,0,0,0,0,0,0,8,5,2,0,0,19,0,0,0,0,0
24,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,22,0,1,0,0,1,17,8417,384,96,96,55,54,15,15,2,179,101,45,6,4,2,11,0,104,3,14,3,20,0,0,0,0,0,22,0,1,0,0,1,17,0
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1051,59,6,5,13,12,1,1,7,3,1,5,15,14,0,16,0,16,0,0,0,1,0,0,0,0,3,0,0,4,0,0,0,0,0
47,9,2,2,1,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3713,110,20,20,5,3,0,0,11,17,35,22,12,10,0,2,24,44,0,3,0,0,0,0,12,0,0,0,12,0,0,0,0,0,0
53,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4777,268,33,33,38,35,9,9,61,33,32,22,6,14,0,19,0,38,0,14,7,4,0,0,0,0,9,0,0,14,0,0,0,0,0
24,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,8,3001,170,63,63,29,28,0,0,5,93,21,13,0,2,3,2,9,25,0,8,0,3,0,0,0,0,0,2,0,1,0,0,1,8,0
44,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,9,2486,121,54,54,6,5,0,0,0,30,89,13,0,0,1,2,1,32,0,5,0,0,0,0,0,0,3,9,0,1,0,0,1,9,0
44,4,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3274,170,30,29,36,35,11,11,30,24,12,9,34,39,1,2,0,24,0,13,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0
68,6,2,2,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,1,12,3226,141,31,31,20,20,9,9,0,29,61,19,0,0,0,13,5,26,4,1,0,13,0,0,0,0,0,35,0,1,0,0,1,12,0
49,5,0,1,0,0,2,2,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4810,197,51,50,9,9,18,18,0,66,68,23,0,7,0,7,0,23,0,0,0,0,0,0,3,0,3,0,0,14,0,0,0,0,0
49,2,2,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,8560,160,100,100,3,1,0,0,57,97,47,0,6,18,38,40,7,4,12,0,0,0,0,0,0,0,2,0,0,5,1,0,1,0,1
51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,20,5030,192,81,81,22,20,6,6,3,110,60,27,0,0,0,7,8,49,5,1,0,9,0,0,0,0,0,11,0,1,0,0,1,20,0
38,5,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,7,2397,142,49,49,15,14,0,0,1,59,35,13,0,0,0,12,5,50,9,0,0,5,0,0,4,3,0,4,0,1,0,0,1,7,0
42,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,3,6,10434,382,163,163,81,81,2,2,6,243,14,12,0,0,0,3,63,121,0,23,4,9,0,0,0,0,0,10,0,1,0,0,3,6,0
109,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3022,105,26,26,28,28,8,8,0,21,30,26,12,21,0,1,33,22,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
48,2,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3728,160,52,52,20,18,9,9,38,35,32,45,13,17,0,0,4,27,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
26,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,907,53,3,3,11,9,0,0,9,29,10,14,5,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5218,256,54,54,10,10,6,6,1,68,36,50,0,13,0,14,0,0,0,0,4,0,0,0,4,5,3,0,0,12,0,0,0,0,0
22,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,1,20,6989,326,89,89,55,54,10,10,4,164,72,43,3,0,0,4,30,50,1,13,2,10,0,0,0,0,0,23,0,1,0,0,1,20,0
133,8,0,0,0,1,0,0,5,3,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,2,972,65,12,11,8,6,0,0,6,26,20,26,0,0,2,4,1,5,2,0,0,1,0,0,0,19,3,0,0,1,0,0,1,2,0
29,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,3045,144,32,32,34,33,12,12,38,37,27,21,1,11,0,130,1,29,0,2,1,0,0,0,0,0,2,0,0,14,0,0,1,0,0
10,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8910,313,27,25,24,22,31,31,6,50,109,73,59,65,0,8,17,49,0,2,6,1,0,0,0,0,3,0,0,9,0,0,0,0,0
37,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2715,113,54,54,15,13,4,4,46,30,23,82,14,12,4,5,0,19,0,4,0,0,0,0,5,0,0,0,5,0,0,0,0,0,1
49,4,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,62,22,21,1,0,12,12,0,44,23,8,0,0,0,14,0,20,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
49,6,0,0,0,0,1,1,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,14870,501,309,309,122,119,33,33,200,77,88,224,68,99,26,89,66,22,0,47,8,22,0,4,7,28,0,0,6,0,0,0,0,0,0
25,6,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,23,4641,297,59,59,42,40,16,16,6,96,67,34,1,2,1,12,4,64,1,4,4,8,0,0,0,1,0,6,0,1,0,0,1,23,0
48,6,1,1,0,0,0,0,0,0,2,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1416,92,19,19,2,2,4,4,0,27,13,13,0,7,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0
34,3,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,2,16,11063,433,233,233,46,45,18,18,2,269,300,37,0,0,1,7,14,47,1,29,6,8,0,0,0,0,0,10,0,1,0,0,2,16,0
21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5916,287,72,72,12,12,5,5,0,118,42,32,0,0,0,5,1,13,0,0,0,0,0,0,5,6,9,0,0,14,0,0,0,0,1
19,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3161,145,8,8,2,1,3,3,0,30,45,2,0,0,0,71,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
86,4,3,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,11,0,1,0,4566,148,45,45,13,11,1,1,67,244,13,5,1,2,7,1,4,2,0,4,0,3,0,0,0,0,2,0,0,43,11,0,1,0,0
51,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15136,472,123,123,72,72,143,144,22,194,114,110,13,14,23,31,1,138,0,0,0,4,0,0,32,19,4,0,0,0,0,0,0,0,1
33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,2061,78,3,3,17,17,0,0,0,9,53,28,14,17,0,0,0,11,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,1
47,2,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,25,6067,413,79,78,37,35,8,8,0,167,81,29,2,1,1,13,3,84,0,4,4,14,0,0,0,0,0,5,0,1,0,0,1,25,0
16,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,22,0,5,1,45,10860,516,190,189,84,82,21,21,3,257,269,87,5,0,2,26,13,105,25,12,0,13,0,0,5,3,10,31,0,22,0,5,1,45,1
44,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,6482,300,71,70,47,43,33,33,92,66,85,47,8,25,1,1,0,25,0,4,11,7,0,0,0,0,3,0,0,12,0,0,0,0,0
5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,1,8,1822,106,29,28,17,14,2,2,1,31,21,23,2,0,2,9,5,14,2,5,0,4,0,0,0,0,0,6,0,1,0,2,1,8,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1394,66,12,12,1,1,0,0,0,33,8,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0
25,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,9,2714,175,66,66,18,17,1,1,1,49,44,17,1,1,0,13,11,56,3,2,0,2,0,0,0,6,1,2,0,1,0,1,1,9,0
88,6,3,3,0,0,0,0,1,2,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,1,0,11076,318,186,186,27,25,1,1,122,378,48,8,19,34,0,14,0,24,0,0,12,2,0,0,0,0,4,0,0,43,9,0,1,0,0
65,3,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,4,1,17,4031,176,72,72,34,30,5,5,3,66,70,44,4,0,3,37,10,28,8,8,0,10,0,0,0,0,0,12,0,1,0,4,1,17,0
